a,b,relationship,weight
CDW,AME,pearson,656.817227658259
CDW,AMP,pearson,664.3530230258859
CDW,AMZN,pearson,698.2861320567849
CDW,ANSS,pearson,672.7970637917778
CDW,APA,pearson,704.1401300060996
CDW,APD,pearson,634.4391864525587
CDW,APH,pearson,622.755427801722
CDW,APO,pearson,727.0383946186465
CDW,APTV,pearson,612.4478104807968
CDW,AVB,pearson,631.4578730662903
CDW,AXP,pearson,784.4741880639112
CDW,BA,pearson,620.9109917991804
CDW,BEN,pearson,607.0378232169254
CDW,BK,pearson,628.1413801286412
CDW,BKR,pearson,707.7450277921068
CDW,BLK,pearson,670.9662587328905
CDW,BX,pearson,766.4512171659279
CDW,C,pearson,639.4091849646641
CDW,CARR,pearson,672.9302184468077
CDW,CAT,pearson,629.9663858911762
CDW,CBRE,pearson,693.7157503648928
CDW,CCL,pearson,677.6993855107655
CEG,AMAT,pearson,667.3762354249527
CEG,AMD,pearson,626.6685171304661
CEG,ANET,pearson,858.8432285998931
CEG,ANSS,pearson,625.1336529774296
CEG,APH,pearson,830.8903610721222
CEG,APO,pearson,641.6620141228389
CEG,AVGO,pearson,855.8718859063732
CEG,BKR,pearson,609.3868700115587
CEG,CDNS,pearson,754.3149930357937
CFG,A,pearson,679.8106983186649
CFG,AAPL,pearson,642.248478187708
CFG,ADI,pearson,712.9600446603183
CFG,ADSK,pearson,648.6192078668249
CFG,ALGN,pearson,626.6113821053175
CFG,AMD,pearson,621.2250849636217
CFG,AME,pearson,747.3739800549948
CFG,AMP,pearson,769.3572707889058
CFG,AMZN,pearson,739.9060151463731
CFG,ANSS,pearson,635.5474117644251
CFG,APA,pearson,701.1974712283637
CFG,APO,pearson,835.336508083186
CFG,APTV,pearson,692.0131546505962
CFG,AVB,pearson,665.3046091100888
CFG,AXP,pearson,872.5168964710248
CFG,BA,pearson,710.6834876549917
CFG,BAC,pearson,866.2508970619934
CFG,BBY,pearson,693.4629844389328
CFG,BEN,pearson,616.4405010656341
CFG,BK,pearson,733.1542211592698
CFG,BKNG,pearson,621.4999011649805
CFG,BKR,pearson,688.0719718620919
CFG,BLDR,pearson,607.8944107898388
CFG,BLK,pearson,807.848129795053
CFG,BSX,pearson,629.0588637574998
CFG,BX,pearson,808.5918838883786
CFG,BXP,pearson,652.8258858610071
CFG,C,pearson,879.9057327237225
CFG,CARR,pearson,636.8968001225234
CFG,CAT,pearson,706.7173835848173
CFG,CBRE,pearson,783.0611102742678
CFG,CCL,pearson,789.2438555944233
CFG,CDW,pearson,729.4264628425012
CHD,AEP,pearson,661.8958605857937
CHD,AMT,pearson,667.79369779645
CHD,ATO,pearson,684.0506039224529
CHD,AWK,pearson,684.2289228615349
CHD,BRO,pearson,644.6232348008422
CHD,CB,pearson,673.5273145183769
CHRW,AAPL,pearson,621.9532971227497
CHRW,AMP,pearson,631.7053840315945
CHRW,AOS,pearson,603.798933707215
CHRW,APA,pearson,601.1782146787399
CHRW,AVY,pearson,705.4717236277722
CHRW,BBY,pearson,625.6569487059536
CHRW,CAT,pearson,722.3068419119269
CHTR,AAPL,pearson,621.3427685492006
CHTR,AMP,pearson,663.1262436632146
CHTR,AOS,pearson,606.3471140575518
CHTR,APTV,pearson,613.3948109091007
CHTR,AVY,pearson,676.7088620073553
CHTR,BK,pearson,642.0447871730157
CHTR,BR,pearson,607.456217484058
CHTR,BRK-B,pearson,628.9412919801384
CHTR,CAT,pearson,641.4076070278695
CHTR,CHRW,pearson,615.0883704776082
CI,AVY,pearson,711.3529591829281
CINF,ACGL,pearson,832.0887635194617
CINF,ADP,pearson,677.8950828143569
CINF,AEE,pearson,660.4792216331742
CINF,AFL,pearson,791.0246634740481
CINF,AIG,pearson,783.2184620645348
CINF,AIZ,pearson,833.5190500186778
CINF,AJG,pearson,649.5284013677601
CINF,ALL,pearson,826.9713554408565
CINF,ANSS,pearson,600.8697993281737
CINF,AON,pearson,718.8402270412435
CINF,ATO,pearson,651.6771957598602
CINF,AVB,pearson,750.4603291545968
CINF,BAC,pearson,600.6325820335932
CINF,BK,pearson,637.6886919024317
CINF,BR,pearson,694.9827750697306
CINF,BRK-B,pearson,836.0871389344006
CINF,BRO,pearson,763.8018558255559
CINF,CAH,pearson,747.2691306197667
CINF,CB,pearson,821.71935507409
CL,ABT,pearson,600.9473810940245
CL,ADM,pearson,676.799483732014
CL,AEP,pearson,636.5924900907113
CL,AMT,pearson,640.9583207374186
CL,ATO,pearson,627.8326922301289
CL,AWK,pearson,704.5135630028241
CL,BRO,pearson,613.9830940641074
CL,CAG,pearson,672.0144391049542
CL,CB,pearson,635.903273497711
CL,CHD,pearson,791.1255446159263
CLX,BALL,pearson,667.5080159422473
CMCSA,AMP,pearson,651.592801825257
CMCSA,AVY,pearson,665.2745490264209
CMCSA,CAT,pearson,648.4534073302075
CMCSA,CHRW,pearson,738.2384917426383
CMCSA,CHTR,pearson,780.1547458165105
CME,ATO,pearson,601.9535334794253
CME,BRO,pearson,671.8601861419343
CME,CBOE,pearson,742.9023724145411
CME,CHD,pearson,634.9543864391851
CMG,AMZN,pearson,602.501152574814
CMG,AVB,pearson,618.169141993017
CMG,AXP,pearson,603.9564730582459
CMG,BKNG,pearson,661.3048477212759
CMG,BR,pearson,662.6690514367856
CMG,CBRE,pearson,642.5614734196048
CMG,CCL,pearson,607.7752996983127
CMI,A,pearson,651.4240298462279
CMI,AAPL,pearson,619.934722981481
CMI,ADBE,pearson,602.4372830302401
CMI,ADI,pearson,730.8614076394666
CMI,ADSK,pearson,679.3225438360987
CMI,ALB,pearson,613.6446142940533
CMI,ALGN,pearson,678.6014651726181
CMI,AMAT,pearson,677.5386687446045
CMI,AMCR,pearson,606.4124734041936
CMI,AMD,pearson,751.8298183419299
CMI,AME,pearson,766.1043330039001
CMI,AMP,pearson,726.0222080312564
CMI,AMZN,pearson,689.5923847316362
CMI,ANET,pearson,611.1198262545247
CMI,ANSS,pearson,753.9161554060213
CMI,APA,pearson,739.6272792314794
CMI,APD,pearson,613.2213159858945
CMI,APH,pearson,699.1452291573651
CMI,APO,pearson,775.9154611796182
CMI,APTV,pearson,668.965332875973
CMI,AVGO,pearson,668.4225779024559
CMI,AXP,pearson,785.3820174830109
CMI,BA,pearson,633.1318426866422
CMI,BAC,pearson,639.1630224561351
CMI,BBY,pearson,676.6680954885546
CMI,BK,pearson,605.9216543953413
CMI,BKNG,pearson,688.9231054656643
CMI,BKR,pearson,739.6352950339663
CMI,BLK,pearson,698.5684483649605
CMI,BX,pearson,768.9969222364626
CMI,BXP,pearson,606.7419996302192
CMI,C,pearson,677.8446985710921
CMI,CARR,pearson,759.6914936431352
CMI,CAT,pearson,739.6241369869736
CMI,CBRE,pearson,697.2824356825273
CMI,CCL,pearson,673.06739458758
CMI,CDNS,pearson,661.256587970349
CMI,CDW,pearson,727.9487329405353
CMI,CEG,pearson,675.5885980040674
CMI,CFG,pearson,767.7495215515679
CMS,ADP,pearson,610.9532720199536
CMS,AEE,pearson,782.4530448422048
CMS,AEP,pearson,845.5751100804047
CMS,AMT,pearson,697.4004706426749
CMS,ATO,pearson,772.7226374106226
CMS,AWK,pearson,764.5622370403158
CMS,BRO,pearson,656.2810131620736
CMS,CB,pearson,648.9412101621073
CMS,CCI,pearson,661.3591962549862
CMS,CHD,pearson,644.8008480171995
CMS,CL,pearson,675.1585793734778
CNP,AEE,pearson,782.7022254399357
CNP,ALL,pearson,629.4723028324657
CNP,ATO,pearson,794.7303710624262
CNP,BRO,pearson,617.7846033453353
CNP,CCI,pearson,652.784267061597
CNP,CLX,pearson,636.8197494140794
CNP,CMS,pearson,730.1366802262651
COF,A,pearson,656.8252000852626
COF,AAPL,pearson,663.1435245501989
COF,ADI,pearson,774.9264135569084
COF,ADSK,pearson,713.6805714330137
COF,ALGN,pearson,684.3851716989303
COF,AMD,pearson,654.125486523922
COF,AME,pearson,759.6975924107298
COF,AMP,pearson,824.2800472652293
COF,AMZN,pearson,770.1478759175682
COF,ANSS,pearson,727.4556664851076
COF,APA,pearson,656.1771664592746
COF,APH,pearson,635.5260148974
COF,APO,pearson,843.0391179838062
COF,APTV,pearson,677.6902488256198
COF,AVB,pearson,620.3394244293886
COF,AXP,pearson,909.2931403041736
COF,BA,pearson,764.325381391502
COF,BAC,pearson,797.8176251527963
COF,BK,pearson,759.8261205228303
COF,BKNG,pearson,643.6659509255384
COF,BKR,pearson,652.4579329950494
COF,BLK,pearson,729.2533302107964
COF,BR,pearson,626.6839495559117
COF,BSX,pearson,731.0200393317007
COF,BX,pearson,819.5892753559809
COF,C,pearson,845.53550700933
COF,CAT,pearson,642.4095361058909
COF,CBRE,pearson,714.7434019881922
COF,CCL,pearson,754.9030282711815
COF,CDW,pearson,730.081013458712
COF,CFG,pearson,848.2963253052872
COF,CMI,pearson,724.0738122323734
COO,A,pearson,610.0983465357623
COO,BSX,pearson,604.5793984550376
COP,AAPL,pearson,655.2770544396272
COP,ADI,pearson,643.4372183833284
COP,AES,pearson,613.1355345463802
COP,AIG,pearson,623.2304260273295
COP,ALB,pearson,680.038213539878
COP,AMD,pearson,643.4158246070602
COP,AME,pearson,634.8209037481802
COP,AMP,pearson,625.5202580878115
COP,AMZN,pearson,638.255291776677
COP,ANSS,pearson,674.4806374122908
COP,APA,pearson,874.315767805593
COP,APO,pearson,658.6848211902004
COP,APTV,pearson,620.1203246258002
COP,AVB,pearson,620.6820002215047
COP,AXP,pearson,693.4233845011817
COP,BA,pearson,615.9905035933164
COP,BAC,pearson,684.6044283045516
COP,BBY,pearson,600.2301953855737
COP,BK,pearson,604.184887023261
COP,BKR,pearson,739.9313999196536
COP,BLK,pearson,660.7851221682886
COP,BRK-B,pearson,639.7452065593359
COP,BX,pearson,634.4721627548851
COP,C,pearson,630.2599523867599
COP,CAH,pearson,603.3215674194767
COP,CARR,pearson,603.066174640031
COP,CAT,pearson,651.8430866279416
COP,CDW,pearson,711.3429805789551
COP,CFG,pearson,714.9368754760798
COP,CMI,pearson,701.0083791257842
COP,COF,pearson,694.9929577408589
COR,CHD,pearson,723.2979605816658
COR,CL,pearson,675.9292602848312
COR,CME,pearson,604.6258492466966
COST,AJG,pearson,686.4632710554931
COST,CMG,pearson,619.9519898850941
CPAY,A,pearson,711.9577086360491
CPAY,AAPL,pearson,667.9225127904895
CPAY,ABNB,pearson,609.6410413439088
CPAY,ADI,pearson,703.5899544847503
CPAY,ADP,pearson,664.1803824824052
CPAY,ADSK,pearson,716.0053237846282
CPAY,AIZ,pearson,641.3584195102183
CPAY,ALGN,pearson,654.4457912460933
CPAY,AMAT,pearson,617.5239294719435
CPAY,AMD,pearson,688.4882605167079
CPAY,AME,pearson,755.4015266507829
CPAY,AMP,pearson,808.5458615090499
CPAY,AMZN,pearson,746.804931968441
CPAY,ANSS,pearson,712.0252815598002
CPAY,APA,pearson,735.909813307756
CPAY,APD,pearson,748.6962974853872
CPAY,APO,pearson,880.4613824510079
CPAY,APTV,pearson,683.4191809290281
CPAY,ARE,pearson,636.6808183255597
CPAY,AVB,pearson,764.2595007761701
CPAY,AXP,pearson,881.5970536643782
CPAY,BA,pearson,788.923583613026
CPAY,BAC,pearson,799.4256157881041
CPAY,BBY,pearson,695.8502800709534
CPAY,BK,pearson,756.2508934691086
CPAY,BKNG,pearson,712.7481804337187
CPAY,BKR,pearson,756.9840835484932
CPAY,BLK,pearson,771.307739702599
CPAY,BR,pearson,723.9211720827246
CPAY,BRK-B,pearson,666.3119626609864
CPAY,BSX,pearson,704.9724447979986
CPAY,BX,pearson,857.2398325806175
CPAY,BXP,pearson,646.7511192396439
CPAY,C,pearson,835.8405083161452
CPAY,CAH,pearson,651.4740756288493
CPAY,CARR,pearson,727.4856766273432
CPAY,CAT,pearson,706.6754784036599
CPAY,CBRE,pearson,794.2065235406919
CPAY,CCL,pearson,792.6228776403213
CPAY,CDNS,pearson,637.543642685654
CPAY,CDW,pearson,775.0083433397975
CPAY,CFG,pearson,847.8804767155084
CPAY,CINF,pearson,605.4117257281115
CPAY,CMG,pearson,624.2940219313872
CPAY,CMI,pearson,760.1197422480344
CPAY,COF,pearson,801.4414344790524
CPAY,COP,pearson,690.4746757046714
CPB,ADM,pearson,667.0044832680411
CPB,AEP,pearson,623.6258736348834
CPB,AWK,pearson,674.4933389146914
CPB,CAG,pearson,827.6081677196593
CPB,CL,pearson,766.9064782309231
CPB,CMS,pearson,642.8179401097701
CPRT,AAPL,pearson,610.8203811981607
CPRT,ACN,pearson,602.7366376107583
CPRT,ADI,pearson,607.0733570784744
CPRT,ADP,pearson,712.357782014331
CPRT,ADSK,pearson,748.6830296583271
CPRT,ALGN,pearson,644.801316429905
CPRT,AMAT,pearson,606.6724966666775
CPRT,AMD,pearson,653.7102190615934
CPRT,AME,pearson,666.6330677026518
CPRT,AMP,pearson,624.6244344404174
CPRT,AMZN,pearson,630.0063286020653
CPRT,ANSS,pearson,645.7945689915375
CPRT,APD,pearson,668.9235400908624
CPRT,APO,pearson,680.8063422650829
CPRT,AVB,pearson,616.3298031401537
CPRT,AXP,pearson,685.9432401587652
CPRT,BA,pearson,669.0828813235623
CPRT,BKNG,pearson,619.9231504055032
CPRT,BKR,pearson,634.3444390984979
CPRT,BLK,pearson,612.1841178676198
CPRT,BR,pearson,716.4143602975496
CPRT,BRK-B,pearson,624.3121506791065
CPRT,BSX,pearson,622.2818990291332
CPRT,BX,pearson,619.3712385018554
CPRT,C,pearson,607.2951762488517
CPRT,CBRE,pearson,635.9095833972233
CPRT,CCL,pearson,626.7257697581547
CPRT,CDW,pearson,601.5623316265687
CPRT,CMI,pearson,642.5116390460988
CPRT,COF,pearson,619.9273442860416
CPRT,COST,pearson,636.8995369614418
CPRT,CPAY,pearson,703.1676101136279
CPT,ABBV,pearson,666.901824581179
CPT,ACGL,pearson,746.2316897175056
CPT,ADP,pearson,718.054771786189
CPT,AEE,pearson,614.853514644522
CPT,AFL,pearson,728.6470673374221
CPT,AIG,pearson,767.0079414283348
CPT,AIZ,pearson,771.1313396802843
CPT,AJG,pearson,676.8216826291679
CPT,ALL,pearson,701.9734085433081
CPT,AMCR,pearson,602.3274388669888
CPT,AON,pearson,707.3943019114125
CPT,ARE,pearson,723.5067837937177
CPT,ATO,pearson,619.0742258423325
CPT,AVB,pearson,925.5755777984322
CPT,BAX,pearson,695.5175820790147
CPT,BK,pearson,654.4749542754378
CPT,BKR,pearson,600.707804668626
CPT,BR,pearson,746.9332819400364
CPT,BRK-B,pearson,759.1958843093441
CPT,BRO,pearson,793.7283211984548
CPT,BSX,pearson,616.4020802432473
CPT,BXP,pearson,668.4437739667052
CPT,CAH,pearson,653.7889699929391
CPT,CB,pearson,713.149933919495
CPT,CBRE,pearson,610.3711285350746
CPT,CINF,pearson,773.0493419118526
CPT,COP,pearson,609.6347294859512
CPT,CPAY,pearson,656.8706812316963
CRL,ADI,pearson,613.2515809620403
CRM,AAPL,pearson,626.44647426382
CRM,ACN,pearson,612.3740898654312
CRM,ADBE,pearson,606.4330868280466
CRM,ADSK,pearson,697.406857870321
CRM,AMP,pearson,715.5586108642941
CRM,AMZN,pearson,718.444100003396
CRM,APA,pearson,616.3205545591063
CRM,APO,pearson,673.9940543025532
CRM,AXP,pearson,660.7578986167629
CRM,BA,pearson,612.2464859498764
CRM,BLK,pearson,632.7002542420636
CRM,BSX,pearson,613.830043310664
CRM,BX,pearson,696.9868085198777
CRM,CBRE,pearson,662.950230672287
CRM,CCL,pearson,686.8859275467247
CRM,CDW,pearson,645.0257633168983
CRM,COF,pearson,646.910666350517
CRM,CPAY,pearson,677.423731687993
CRWD,ADSK,pearson,775.9130289621247
CRWD,AMD,pearson,634.793279674397
CRWD,AMP,pearson,644.3350522474808
CRWD,AMZN,pearson,690.8081661690684
CRWD,ANSS,pearson,636.1223366066926
CRWD,APO,pearson,716.1616554398818
CRWD,AXP,pearson,694.2987737485205
CRWD,BKR,pearson,610.9166966114902
CRWD,BLK,pearson,625.521354427347
CRWD,BSX,pearson,645.5727700910678
CRWD,BX,pearson,666.9734784651456
CRWD,CBRE,pearson,633.8496132993567
CRWD,CCL,pearson,672.1457929220132
CRWD,CDNS,pearson,660.5731342394128
CRWD,CMI,pearson,652.6862763850156
CRWD,COF,pearson,642.7829707125858
CRWD,CPAY,pearson,621.0515733878001
CRWD,CPRT,pearson,645.482653252809
CRWD,CRM,pearson,726.9696990345557
CSCO,A,pearson,639.9347646470144
CSCO,AAPL,pearson,695.862813692811
CSCO,ADI,pearson,753.5763808882432
CSCO,ADP,pearson,637.3702436471183
CSCO,ADSK,pearson,723.9086054375282
CSCO,ALGN,pearson,642.9647424680732
CSCO,AMAT,pearson,689.7719144150708
CSCO,AMD,pearson,728.9546831770343
CSCO,AME,pearson,779.7644569389903
CSCO,AMP,pearson,706.181569578816
CSCO,AMZN,pearson,674.4897756265872
CSCO,ANET,pearson,602.5986141222868
CSCO,ANSS,pearson,780.8093919567258
CSCO,APA,pearson,678.2303182483193
CSCO,APD,pearson,759.7522625983385
CSCO,APH,pearson,728.1675045306714
CSCO,APO,pearson,777.5648353323022
CSCO,APTV,pearson,665.6849959024256
CSCO,AVB,pearson,648.3923111562706
CSCO,AVGO,pearson,712.7733303310473
CSCO,AXP,pearson,822.999483404556
CSCO,BA,pearson,656.0826962718357
CSCO,BAC,pearson,638.6220385864619
CSCO,BBY,pearson,665.8733667384961
CSCO,BK,pearson,697.8793855285385
CSCO,BKNG,pearson,692.5320064415305
CSCO,BKR,pearson,775.6270336781175
CSCO,BLK,pearson,694.7093972254972
CSCO,BR,pearson,718.6713913799148
CSCO,BSX,pearson,603.9105292917549
CSCO,BX,pearson,750.4930313118246
CSCO,BXP,pearson,626.3244595804891
CSCO,C,pearson,708.6193694759868
CSCO,CARR,pearson,745.2212638753365
CSCO,CAT,pearson,740.6796409483171
CSCO,CBRE,pearson,653.5364666174164
CSCO,CCL,pearson,638.7828140328021
CSCO,CDNS,pearson,726.070274777222
CSCO,CDW,pearson,704.4016931844982
CSCO,CEG,pearson,682.1696908427856
CSCO,CFG,pearson,710.2082421710354
CSCO,CMI,pearson,824.3089642899909
CSCO,COF,pearson,710.1178720602128
CSCO,COP,pearson,600.4076825801909
CSCO,CPAY,pearson,781.7860932453044
CSCO,CPRT,pearson,655.2987040900888
CSGP,A,pearson,703.9530283776058
CSGP,AAPL,pearson,603.6724294127539
CSGP,ADI,pearson,788.1784915548801
CSGP,ADP,pearson,614.9467836455692
CSGP,ALB,pearson,632.0613069084445
CSGP,ALGN,pearson,601.1165451289941
CSGP,AMAT,pearson,621.7337932515208
CSGP,AME,pearson,646.2605502577708
CSGP,AMP,pearson,613.8045728231253
CSGP,AMZN,pearson,682.6875579654666
CSGP,APA,pearson,670.6890821685229
CSGP,AVB,pearson,602.0263390343404
CSGP,AXP,pearson,682.0996002761573
CSGP,BAC,pearson,611.6775260118053
CSGP,BK,pearson,731.4940832989897
CSGP,BLK,pearson,684.0955201464361
CSGP,BX,pearson,652.8308469026435
CSGP,BXP,pearson,616.2010444550224
CSGP,CARR,pearson,667.0356589097485
CSGP,CAT,pearson,604.2802769341879
CSGP,CBRE,pearson,643.3903914562902
CSGP,CDW,pearson,703.6664553223916
CSGP,CFG,pearson,635.6732323668926
CSGP,CMI,pearson,611.4551052949924
CSGP,COF,pearson,620.5145455152665
CSGP,COP,pearson,629.1681749362857
CSGP,CPAY,pearson,639.2461843793834
CSGP,CSCO,pearson,600.5537938499261
CSX,AAPL,pearson,611.9770444348899
CSX,ALLE,pearson,619.7069636501203
CSX,AMCR,pearson,633.1660214913619
CSX,AMP,pearson,616.2738612379108
CSX,APA,pearson,607.7413976930173
CSX,APTV,pearson,665.675060221303
CSX,ARE,pearson,605.5472471315169
CSX,AVB,pearson,631.843324109979
CSX,AVY,pearson,669.5361240931728
CSX,AXP,pearson,694.1002495043851
CSX,BAC,pearson,657.4512797743743
CSX,BAX,pearson,618.5933425422382
CSX,BBY,pearson,678.0196553939494
CSX,BEN,pearson,601.0741713393252
CSX,BK,pearson,638.5504493804999
CSX,BLDR,pearson,633.0037123080165
CSX,BLK,pearson,617.7301682607571
CSX,BR,pearson,661.7717634946864
CSX,BX,pearson,614.6119285384443
CSX,BXP,pearson,606.1362682476986
CSX,C,pearson,625.5346549403914
CSX,CAT,pearson,632.8048186842972
CSX,CFG,pearson,631.841263450565
CSX,CHRW,pearson,616.1807565485518
CSX,CPAY,pearson,716.6920569980217
CSX,CSCO,pearson,608.8172572240959
CTAS,ACGL,pearson,725.2553426040382
CTAS,ADI,pearson,618.0188586756515
CTAS,ADP,pearson,835.6410683967136
CTAS,AEE,pearson,655.5370370407413
CTAS,AFL,pearson,727.565084948677
CTAS,AIG,pearson,702.7698348387856
CTAS,AIZ,pearson,697.3152226935583
CTAS,ALL,pearson,672.2718572458675
CTAS,ALLE,pearson,606.2716235663113
CTAS,AME,pearson,616.8193618936415
CTAS,AON,pearson,652.6170787163747
CTAS,APD,pearson,680.6856485916478
CTAS,ATO,pearson,646.5589408590854
CTAS,AVB,pearson,767.8765261161317
CTAS,BK,pearson,699.431305413441
CTAS,BLK,pearson,603.9766686466895
CTAS,BR,pearson,794.6370296087725
CTAS,BRK-B,pearson,728.946704656694
CTAS,BRO,pearson,734.8959590314789
CTAS,BSX,pearson,627.7373307087292
CTAS,CAH,pearson,655.4954273034123
CTAS,CB,pearson,655.5907658512248
CTAS,CINF,pearson,689.7517899163558
CTAS,CMG,pearson,625.9003071006066
CTAS,CPAY,pearson,630.1212641047695
CTAS,CPRT,pearson,672.30046646485
CTAS,CPT,pearson,719.381079847679
CTAS,CSCO,pearson,613.1048386629396
CTAS,CSGP,pearson,663.237875874453
CTRA,AMAT,pearson,639.6680742641712
CTRA,AMD,pearson,666.5294679685801
CTRA,AME,pearson,610.7843401021869
CTRA,ANSS,pearson,646.5399720883556
CTRA,APA,pearson,780.9394230321174
CTRA,APH,pearson,624.4735828504039
CTRA,APO,pearson,615.5699092482802
CTRA,BKR,pearson,773.5533571091994
CTRA,CARR,pearson,627.8433790237941
CTRA,CDW,pearson,683.3373158642063
CTRA,CEG,pearson,609.2378632729786
CTRA,CMI,pearson,683.8702514827246
CTRA,COP,pearson,777.8006549814454
CTRA,CSCO,pearson,617.292459272498
CTSH,AAPL,pearson,688.0353172102349
CTSH,ABNB,pearson,625.36805569072
CTSH,ACN,pearson,685.0574092142475
CTSH,ADI,pearson,647.0538679762317
CTSH,ADP,pearson,639.8972645137724
CTSH,ADSK,pearson,624.8760006201177
CTSH,AIZ,pearson,644.1934868463903
CTSH,ALB,pearson,609.1895897738614
CTSH,ALLE,pearson,604.1853515673947
CTSH,AMD,pearson,615.8967258657026
CTSH,AME,pearson,676.8981206044724
CTSH,AMP,pearson,608.1807644611912
CTSH,AMZN,pearson,657.5494994779734
CTSH,ANSS,pearson,660.753278282059
CTSH,APA,pearson,604.9268901201851
CTSH,APD,pearson,627.1424470326642
